;name;salary_from;salary_to;currency;experience;schedule;schedule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
748;Программист (Web, php, Python);50000.0;80000.0;RUR;Нет опыта;Гибкий график;Гибкий график;PHP;Laravel;MongoDB;phpMyAdmin;Веб-программирование;Базы данных;SQL;JavaScript;Python;;;;;;;;;;;;;;;;;;;;;
749;Junior Python Backend Developer;;60000.0;RUR;Нет опыта;Удаленная работа;Удаленная работа;Python;Django Framework;Git;;;;;;;;;;;;;;;;;;;;;;;;;;;
750;Стажер-аналитик (Проблемные активы);;;;Нет опыта;Полный день;Полный день;SQL;Работа с базами данных;Базы данных;Системное мышление;ORACLE;Многозадачность;Python;;;;;;;;;;;;;;;;;;;;;;;
752;Senior Python developer;;;;Нет опыта;Удаленная работа;Удаленная работа;Python;PostgreSQL;Docker;Django Framework;Linux;Rest API;MongoDB;RabbitMQ;CI/CD;Elixir;;;;;;;;;;;;;;;;;;;;
760;Преподаватель компьютерных курсов для детей;;;;Нет опыта;Полный день;Полный день;SketchUp;Unity;Unity 3D;Python;Преподаватель;GIMP;Blender 3D;Робототехника;Разработка компьютерных Игр;Arduino;;;;;;;;;;;;;;;;;;;;
763;"Преподаватель компьютерных курсов ""Разработка программного обеспечения""";;50000.0;RUR;Нет опыта;Гибкий график;Гибкий график;C#;Python;MySQL;ООП;SQL;C++;С#;Java;MS SQL;CSS;UML;Базы данных;Visual Studio C#;HTML;Autodesk 3ds Max;MS Visual Studio;Веб-программирование;HTML/CSS;Git;JavaScript;HTML5;CSS3;Adobe Photoshop;Ajax;Преподаватель;Microsoft Visual Studio;;;;
764;Стажёр-Backend Разработчик;;;;Нет опыта;Полный день;Полный день;Linux;PostgreSQL;Docker;Redis;Node.js;;;;;;;;;;;;;;;;;;;;;;;;;
765;Преподаватель робототехники / программирования;30000.0;75000.0;RUR;Нет опыта;Гибкий график;Гибкий график;Обучение и развитие;Преподаватель;Работа в команде;Грамотная речь;робототехника;Программирование;Электроника;Моделирование;Детская психология;Python;Групповое обучение;Пользователь ПК;Организация учебного процесса;Общая психология;роботехника;;;;;;;;;;;;;;;
766;Data Scientist / Аналитик данных / Data Analyst;250000.0;;KZT;Нет опыта;Полный день;Полный день;Data Analysis;SQL;Pandas;Python;ML;Machine Learning;Numpy;XGBoost;Машинное обучение;MS SQL;Математическая статистика;ООП;Scikit-learn;Алгоритмы;Удаленная работа;Анализ поведения пользователей;Алгоритмы и структуры данных;Работа в условиях многозадачности;Statistics;Основы SQL;Базовые знания SQL;Data Science;Data Mining;R Studio;Matplotlib;Mathematical Statistics;sklearn;Test case;;
768;Начинающий Веб программист (Junior Web-разработчик);25000.0;70000.0;RUR;Нет опыта;Гибкий график;Гибкий график;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
776;Преподаватель IT-дисциплин (ВШЭ, Профсоюзная);;120000.0;RUR;Нет опыта;Полный день;Полный день;Преподаватель;Обучение;Работа в команде;Организация учебного процесса;Грамотная речь;;;;;;;;;;;;;;;;;;;;;;;;;
807;Стажер подразделения ИТ (Бизнес-аналитик/ Data Engineer);;;;Нет опыта;Полный день;Полный день;MS SQL;Python;Linux;Git;;;;;;;;;;;;;;;;;;;;;;;;;;
815;Стажер Data Engineer;;;;Нет опыта;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819;Fullstack разработчик (Python Django);;;;Нет опыта;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
827;Стажёр-Backend Разработчик;;;;Нет опыта;Полный день;Полный день;Linux;PostgreSQL;Docker;Redis;Node.js;;;;;;;;;;;;;;;;;;;;;;;;;
828;Senior Python developer;;;;Нет опыта;Удаленная работа;Удаленная работа;Python;PostgreSQL;Docker;Django Framework;Linux;Rest API;MongoDB;RabbitMQ;CI/CD;Elixir;;;;;;;;;;;;;;;;;;;;
841;Стажер-DevOps (Build-Engineer);;20000.0;RUR;Нет опыта;Гибкий график;Гибкий график;C#;ASP.NET;TypeScript;Работа с большим объемом информации;Angular;;;;;;;;;;;;;;;;;;;;;;;;;
871;Преподаватель программирования в детскую школу программирования;;;;Нет опыта;Сменный график;Сменный график;Преподаватель;Грамотная речь;Python;HTML;;;;;;;;;;;;;;;;;;;;;;;;;;
881;Junior Python Backend Developer;;60000.0;RUR;Нет опыта;Удаленная работа;Удаленная работа;Python;Django Framework;Git;;;;;;;;;;;;;;;;;;;;;;;;;;;
902;Младший аналитик информационной безопасности SOC;;;;Нет опыта;Сменный график;Сменный график;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;Junior ETL / BI разработчик;;;;Нет опыта;Полный день;Полный день;SQL;Python;JavaScript;Apache Superset;Power BI;AirFlow;Datalens;;;;;;;;;;;;;;;;;;;;;;;
934;Web-программист;;90000.0;RUR;Нет опыта;Полный день;Полный день;Python;JavaScript;Веб-программирование;CSS;HTML;;;;;;;;;;;;;;;;;;;;;;;;;
1018;"Преподаватель IT дисциплин в Международную школу программирования ""Алгоритмика""";1500.0;3000.0;BYR;Нет опыта;Полный день;Полный день;Python;HTML;CSS;Unity;scratch;блогинг;Дизайн;Компьютерная грамотность;Roblox;Групповое обучение;Обучение и развитие;;;;;;;;;;;;;;;;;;;
1030;Стажер-аналитик (Залоги);;;;Нет опыта;Полный день;Полный день;SQL;Работа с базами данных;Базы данных;Системное мышление;ORACLE;СУБД;Power BI;MS Excel;Оценка недвижимости;;;;;;;;;;;;;;;;;;;;;
1032;Стажер DevOps;;;;Нет опыта;Гибкий график;Гибкий график;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;Младший системный администратор / junior DevOps;;;;Нет опыта;Полный день;Полный день;Ansible;Linux;Python;HAProxy;Bash;;;;;;;;;;;;;;;;;;;;;;;;;
1051;Аналитик данных (Владимир);;;;Нет опыта;Полный день;Полный день;Power BI;Power Pivot;MS Excel;Факторный анализ;Power Query;Python;;;;;;;;;;;;;;;;;;;;;;;;
1056;Разработчик;;25000.0;RUR;Нет опыта;Удаленная работа;Удаленная работа;JavaScript;CSS;Python;PHP;Веб-программирование;Парсинг;Удаленная работа;HTML/CSS;HTML;Java Script;Генерация идей;;;;;;;;;;;;;;;;;;;
1062;Стажер Data Engineer;;;;Нет опыта;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;Преподаватель IT направлений;;;;Нет опыта;Полный день;Полный день;C#;JavaScript;Unity;Blender 3D;HTML5;Unreal Engine 4;SQL;MS SQL Server;MySQL;CSS3;Visual Studio C#;Базы данных;UML;MS SQL;Разработка компьютерных Игр;Azure;C++;ADO.NET;Грамотная речь;Работа в команде;Arduino;Обучение;Креативность;Преподаватель;Unity 3D;MS Paint;Работа с детьми;MS Internet;;
1068;Стажер-разработчик отдела трейдинга;;;;Нет опыта;Удаленная работа;Удаленная работа;Работа в команде;Грамотная речь;Python;Английский язык;Работа с большим объемом информации;;;;;;;;;;;;;;;;;;;;;;;;;
1071;Стажер-аналитик в Департамент нефтехимии;;;;Нет опыта;Полный день;Полный день;Python;MS PowerPoint;Аналитическое мышление;Подготовка презентаций;Статистический анализ;;;;;;;;;;;;;;;;;;;;;;;;;
1074;Your start in IT - QA Automation Training to become an Automation QA Intern;;;;Нет опыта;Удаленная работа;Удаленная работа;Python;Java;Intellij IDEA;ООП;;;;;;;;;;;;;;;;;;;;;;;;;;
1085;Клиентский аналитик;;;;Нет опыта;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;Педагог дополнительного образования (информатика, робототехника, программирование, дизайн);;;;Нет опыта;Гибкий график;Гибкий график;Грамотная речь;Преподаватель;Грамотность;Творческое мышление;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;Junior backend-разработчик;35000.0;;RUR;Нет опыта;Полный день;Полный день;Node.js;JavaScript;NestJS;TypeScript;Express;;;;;;;;;;;;;;;;;;;;;;;;;
1105;"Преподаватель IT дисциплин в Международную школу программирования ""Алгоритмика""";1500.0;3000.0;BYR;Нет опыта;Полный день;Полный день;Python;HTML;CSS;Unity;scratch;блогинг;Дизайн;Компьютерная грамотность;Roblox;Групповое обучение;Обучение и развитие;;;;;;;;;;;;;;;;;;;
1120;Разработчик Python;30000.0;80000.0;RUR;Нет опыта;Полный день;Полный день;Python;Git;PostgreSQL;Linux;SQL;;;;;;;;;;;;;;;;;;;;;;;;;
1145;Python Junior разработчик;40000.0;50000.0;RUR;Нет опыта;Полный день;Полный день;Python;ООП;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148;Стажер-разработчик отдела трейдинга;;;;Нет опыта;Удаленная работа;Удаленная работа;Работа в команде;Грамотная речь;Python;Английский язык;Работа с большим объемом информации;;;;;;;;;;;;;;;;;;;;;;;;;
1153;Преподаватель курса по Python разработке (удаленная работа);250000.0;;KZT;Нет опыта;Удаленная работа;Удаленная работа;Работа в команде;Обучение и развитие;Обучение;Грамотная речь;Организаторские навыки;Python;Преподаватель;Ориентация на результат;;;;;;;;;;;;;;;;;;;;;;
1164;Junior Data-scientist;35000.0;50000.0;RUR;Нет опыта;Полный день;Полный день;Python;Git;Linux;Английский язык;PyTorch;;;;;;;;;;;;;;;;;;;;;;;;;
